2020	11	3	3	41	66	9.2
2020	10	27	16	42	90	10.4
2020	10	29	19	51	132	11.6
2020	11	3	21	16	184	11.3
2020	10	27	1	21	17	4.1
2020	11	1	21	17	119	6.1
2020	10	29	0	56	210	10.2
2020	11	3	3	11	56	7.6
2020	10	30	6	41	61	10.2
2020	11	3	13	57	32	10.5
2020	10	30	16	16	41	12.2
2020	10	29	8	17	162	11.3
2020	11	3	20	42	205	11.2
2020	11	3	7	12	133	8.6
2020	10	30	0	46	74	10.3
2020	10	27	7	12	165	7.1
2020	10	27	9	17	56	6.4
2020	10	28	10	27	206	8.7
2020	11	2	12	41	61	7.9
2020	11	2	2	36	9	5.6
2020	10	30	1	22	213	10.1
2020	11	3	22	21	211	11.4
2020	11	2	1	21	126	1.8
2020	11	1	17	22	206	8.1
2020	10	28	20	32	227	11.7
2020	10	31	8	52	12	4.0
2020	10	27	0	26	77	3.8
2020	10	29	9	27	123	10.2
2020	11	1	17	36	163	9.7
2020	10	27	16	37	174	11.6
2020	10	27	19	26	112	11.8
2020	11	1	7	26	1	6.6
2020	11	3	0	1	115	5.7
2020	10	31	0	27	68	5.0
2020	11	2	10	32	98	8.0
2020	10	28	17	51	26	11.3
2020	11	2	9	7	100	3.5
2020	10	30	13	37	190	11.6
2020	10	28	10	52	9	10.6
2020	11	4	19	31	110	15.4
2020	11	1	19	16	189	5.8
2020	10	27	19	47	227	10.6
2020	10	27	10	51	9	9.1
2020	11	4	8	53	126	14.9
2020	10	30	2	36	199	10.3
2020	10	30	2	36	181	9.5
2020	11	5	14	7	189	10.7
2020	10	31	17	42	107	10.6
2020	11	3	16	16	29	11.0
2020	10	28	15	1	216	11.6
2020	11	4	16	7	68	13.6
2020	10	28	2	22	90	11.6
2020	10	27	20	7	11	10.7
2020	10	29	19	1	162	12.4
2020	10	30	12	2	89	10.5
2020	11	5	8	38	29	10.9
2020	11	4	9	32	207	12.3
2020	11	5	20	31	14	8.4
2020	11	2	17	2	24	7.3
2020	10	30	7	41	182	11.9
2020	10	28	0	11	89	8.3
2020	10	31	19	16	213	7.4
2020	10	27	1	27	184	6.7
2020	10	29	5	36	18	11.9
2020	10	28	10	32	12	11.2
2020	10	28	21	51	7	11.8
2020	11	2	20	56	112	6.4
2020	10	30	10	36	179	8.2
2020	10	28	16	42	14	11.8
2020	11	1	13	56	192	12.0
2020	11	4	11	16	105	14.2
2020	11	3	3	46	66	9.2
2020	11	1	21	22	5	5.6
2020	10	27	17	12	61	11.7
2020	10	28	16	42	22	11.7
2020	11	4	16	7	212	12.3
2020	10	31	23	41	181	6.4
2020	10	30	1	17	6	10.7
2020	10	29	14	41	61	12.3
2020	11	1	3	52	67	5.8
2020	11	2	1	56	139	6.9
2020	10	27	11	21	181	8.4
2020	10	31	14	22	132	10.1
2020	11	2	18	57	40	5.7
2020	10	28	14	31	181	10.7
2020	11	1	3	1	73	6.8
2020	11	5	2	36	39	12.9
2020	11	4	12	7	95	18.1
2020	10	29	1	1	66	12.0
2020	11	2	22	52	12	5.5
2020	10	27	17	52	85	10.4
2020	11	2	4	7	19	5.3
2020	10	29	6	11	100	11.8
2020	10	29	1	36	163	10.2
2020	11	2	20	46	56	5.7
2020	11	2	10	46	169	6.8
2020	11	2	8	41	125	5.1
2020	10	30	19	37	197	8.4
2020	11	4	18	42	210	11.6
2020	10	27	22	31	29	11.8
2020	10	31	3	32	93	4.2
2020	10	29	2	22	18	11.3
2020	10	31	4	32	190	2.3
2020	11	5	7	12	26	9.8
2020	10	27	18	1	212	7.8
2020	11	4	0	17	7	12.1
2020	11	1	11	36	24	9.5
2020	11	1	21	6	55	5.3
2020	11	3	3	2	114	9.6
2020	10	27	23	26	79	12.1
2020	10	27	8	52	42	5.8
2020	11	3	12	12	194	10.6
2020	10	28	14	7	26	11.3
2020	11	2	20	36	107	5.2
2020	11	3	9	46	123	8.8
2020	10	30	1	37	227	10.6
2020	10	28	23	31	57	11.6
2020	10	28	8	32	205	8.9
2020	10	30	9	11	34	10.2
2020	10	30	4	6	1	9.9
2020	11	5	13	16	14	10.6
2020	11	3	4	41	189	9.2
2020	10	30	2	41	210	10.6
2020	11	2	16	6	212	9.5
2020	10	27	17	7	99	10.0
2020	10	31	7	21	212	3.7
2020	11	3	20	51	40	11.1
2020	11	2	14	12	104	10.8
2020	10	28	5	1	74	11.6
2020	10	31	23	52	194	6.7
2020	10	29	10	36	35	11.6
2020	10	28	23	31	25	11.9
2020	10	29	1	46	163	10.4
2020	11	1	23	1	182	6.1
2020	10	29	12	6	74	12.4
2020	11	1	0	2	100	3.9
2020	11	2	18	32	9	6.5
2020	11	3	14	51	59	10.9
2020	11	1	15	22	64	11.2
2020	11	4	8	1	98	11.7
2020	11	3	22	52	59	10.4
2020	10	28	10	52	227	11.2
2020	11	1	14	27	115	12.8
2020	10	31	14	41	104	11.3
2020	10	27	6	36	132	4.7
2020	11	5	5	16	210	9.1
2020	10	27	19	21	79	11.6
2020	11	3	0	37	212	8.9
2020	11	3	4	21	191	8.7
2020	10	30	0	2	227	10.1
2020	11	2	6	37	177	3.9
2020	11	1	8	56	199	8.1
2020	10	29	14	36	14	12.0
2020	10	29	3	36	59	11.3
2020	10	28	4	56	43	10.4
2020	11	5	19	6	99	7.1
2020	10	29	2	11	206	9.0
2020	10	30	23	7	6	6.7
2020	10	30	2	36	192	11.3
2020	11	3	10	1	11	9.7
2020	10	31	20	46	212	7.6
2020	11	3	6	12	177	9.1
2020	10	30	0	46	216	11.4
2020	11	2	2	1	29	4.1
2020	11	1	3	32	115	6.6
2020	10	31	11	51	16	10.1
2020	10	27	16	26	123	7.5
2020	10	29	14	41	5	12.5
2020	10	27	6	51	125	6.7
2020	11	3	13	41	101	9.5
2020	11	5	21	36	182	8.6
2020	10	31	17	37	100	9.0
2020	11	1	1	32	22	6.5
2020	11	5	22	22	20	7.3
2020	11	1	20	47	85	3.3
2020	10	28	15	47	184	15.7
2020	11	4	3	16	122	12.4
2020	10	31	10	30	132	3.3
2020	10	29	10	16	77	12.2
2020	11	1	17	56	19	9.0
2020	10	28	14	26	207	11.3
2020	11	5	7	31	21	10.0
2020	11	2	12	26	176	7.7
2020	11	4	21	41	114	16.1
2020	11	1	19	6	181	4.8
2020	11	4	23	41	21	14.8
2020	11	5	1	21	15	11.9
2020	10	29	21	2	205	11.5
2020	11	4	15	2	182	14.1
2020	11	5	22	17	107	7.7
2020	11	4	23	21	61	15.1
2020	11	2	15	57	123	11.6
2020	11	5	10	16	114	11.5
2020	11	3	12	7	43	9.4
2020	11	1	2	51	17	5.7
2020	11	2	11	16	64	7.9
2020	10	28	4	41	104	11.8
2020	11	4	22	37	200	14.0
2020	11	3	16	7	56	10.4
2020	10	28	18	56	176	10.3
2020	11	2	2	21	177	4.3
2020	10	28	4	1	184	14.3
2020	11	1	21	52	205	6.3
2020	11	1	3	37	205	4.7
2020	10	29	9	27	89	10.6
2020	11	5	0	52	79	12.2
2020	11	3	18	21	194	11.0
2020	10	27	3	21	9	6.0
2020	11	2	13	16	60	9.0
2020	10	28	12	2	192	13.0
2020	10	28	22	57	35	11.4
2020	10	29	21	52	177	12.8
2020	10	30	19	46	179	4.6
2020	11	3	10	16	162	9.7
2020	10	28	20	11	3	11.0
2020	11	4	5	52	35	10.2
2020	10	31	1	26	26	4.4
2020	11	3	20	17	73	11.1
2020	10	29	1	21	105	11.4
2020	11	2	18	47	12	6.7
2020	10	28	17	31	191	10.5
2020	11	1	7	36	64	5.2
2020	10	31	1	1	56	4.0
2020	10	29	20	21	73	11.8
2020	11	2	19	26	5	6.3
2020	10	27	4	2	227	5.2
2020	10	27	1	27	11	5.5
2020	11	1	16	52	217	9.4
2020	11	5	13	56	43	11.1
2020	10	27	1	1	169	5.0
2020	10	29	0	21	143	11.1
2020	10	28	20	7	5	10.6
2020	10	29	13	32	64	13.4
2020	10	30	5	57	181	10.2
2020	11	1	14	36	6	13.2
2020	11	5	15	2	21	11.1
2020	10	28	7	2	199	9.7
2020	11	4	20	11	163	15.6
2020	11	3	7	32	60	9.6
2020	10	27	3	47	143	6.4
2020	11	1	11	42	189	9.8
2020	10	28	1	16	211	7.2
2020	10	28	11	12	24	11.6
2020	11	3	20	22	139	10.4
2020	11	4	11	1	199	9.6
2020	10	31	6	1	217	5.3
2020	11	5	23	47	133	7.3
2020	11	5	12	46	105	10.5
2020	10	27	21	26	56	12.0
2020	10	30	22	26	24	7.1
2020	10	29	1	16	14	10.3
2020	10	28	18	31	194	11.7
2020	11	2	15	57	182	11.8
2020	10	27	23	26	139	9.3
2020	10	31	19	1	5	8.0
2020	10	29	4	32	95	9.7
2020	11	1	22	51	141	3.3
2020	10	30	2	16	32	10.2
2020	10	27	4	7	40	5.7
2020	10	27	17	1	25	11.9
2020	11	5	1	21	6	12.4
2020	11	3	23	32	104	11.4
2020	11	2	6	57	123	8.3
2020	11	2	11	42	174	7.7
2020	11	2	11	16	15	8.2
2020	11	5	3	41	141	12.7
2020	11	2	5	11	40	1.7
2020	10	29	9	51	110	12.0
2020	11	2	9	52	20	6.5
2020	11	1	11	22	3	11.3
2020	11	1	14	1	9	11.0
2020	11	4	8	47	39	12.2
2020	10	30	3	56	24	9.6
2020	11	4	21	46	95	12.9
2020	10	27	13	21	112	11.2
2020	10	28	13	11	89	14.4
2020	10	30	11	31	32	11.6
2020	11	3	7	51	182	10.1
2020	10	29	7	57	132	11.8
2020	10	30	16	46	35	11.2
2020	10	29	0	26	41	10.9
2020	10	30	4	37	217	10.5
2020	11	2	7	7	95	3.2
2020	11	4	16	11	169	12.6
2020	10	31	1	36	33	3.5
2020	11	2	21	31	163	6.6
2020	11	1	13	36	211	10.5
2020	10	29	6	16	139	9.7
2020	10	29	12	47	64	13.3
2020	11	5	5	41	39	10.6
2020	11	3	1	12	169	5.9
2020	11	2	8	11	139	9.8
2020	11	2	2	46	67	4.6
2020	11	2	7	56	43	6.8
2020	10	28	15	27	29	11.8
2020	11	2	12	31	61	7.9
2020	10	28	0	11	112	12.0
2020	10	31	5	22	57	2.9
2020	11	1	18	31	112	5.2
2020	10	30	15	6	55	12.8
2020	11	4	4	32	1	10.2
2020	11	5	3	12	93	13.0
2020	10	27	23	51	100	11.1
2020	10	28	21	32	176	11.6
2020	10	28	17	46	96	11.7
2020	11	2	17	37	190	11.7
2020	10	30	1	11	139	12.5
2020	10	28	5	51	9	10.1
2020	11	5	18	51	98	9.2
2020	10	27	21	26	60	12.2
2020	11	1	7	57	19	7.6
2020	10	27	11	12	79	8.9
2020	10	27	4	17	80	5.7
2020	11	3	13	46	169	10.5
2020	11	3	5	11	132	8.1
2020	11	2	4	36	205	6.4
2020	11	2	9	37	143	7.8
2020	11	5	20	21	114	7.6
2020	11	1	14	46	110	12.1
2020	10	27	22	27	189	9.7
2020	11	1	2	36	67	6.1
2020	10	30	20	21	217	9.9
2020	11	2	3	6	179	2.8
2020	11	5	10	51	190	10.4
2020	11	3	7	12	4	8.7
2020	11	1	7	42	60	6.6
2020	11	2	7	27	121	2.3
2020	11	2	14	56	15	8.7
2020	10	29	18	52	107	12.2
2020	10	30	0	41	57	9.9
2020	11	1	10	6	114	8.8
2020	11	2	13	16	176	7.9
2020	11	4	3	26	123	11.6
2020	11	3	1	42	123	8.7
2020	11	4	2	36	4	9.9
2020	10	29	15	11	5	12.7
2020	10	29	15	11	42	15.1
2020	11	4	12	22	40	11.3
2020	10	30	1	22	123	10.9
2020	11	3	16	52	191	9.3
2020	10	28	9	6	29	10.1
2020	11	4	19	36	4	15.4
2020	11	3	22	41	39	12.0
2020	10	31	13	56	19	10.7
2020	11	3	6	52	177	9.0
2020	11	4	6	2	19	11.4
2020	11	1	18	6	104	7.8
2020	11	1	6	6	35	3.1
2020	10	31	0	27	169	4.6
